"ID"	"OrderLoc"	"Location"	"StartLoc"	"TypeEvent"	"Date"	"EndLoc"
1090	2	"OAS"	2005-03-22	"Transfer"	2005-03-22	2007-06-05
1090	2	"OAS"	2005-03-22	"End"	2007-06-05	2007-06-05
1091	1	"CRY"	1992-11-14	"Birth"	1992-11-14	2004-10-15
1091	2	"IND"	2004-10-15	"Transfer"	2004-10-15	2007-11-21
1091	2	"IND"	2004-10-15	"End"	2007-11-21	2007-11-21
1092	1	"SOZ"	1993-03-24	"Birth"	1993-03-24	1993-03-27
1092	1	"SOZ"	1993-03-24	"End"	1993-03-27	1993-03-27
1093	1	"CBR"	1993-05-30	"Birth"	1993-05-30	1997-09-16
1093	2	"HOU"	1997-09-16	"Transfer"	1997-09-16	2003-04-20
1093	2	"HOU"	1997-09-16	"End"	2003-04-20	2003-04-20
1094	1	"CBR"	1993-05-30	"Birth"	1993-05-30	1994-03-24
1094	2	"CIN"	1994-03-24	"Transfer"	1994-03-24	1994-04-22
1094	2	"CIN"	1994-03-24	"End"	1994-04-22	1994-04-22
1095	1	"PHI"	1994-03-09	"Birth"	1994-03-09	1994-03-10
1095	1	"PHI"	1994-03-09	"End"	1994-03-10	1994-03-10
1096	1	"PHI"	1994-03-09	"Birth"	1994-03-09	1994-03-16
1096	1	"PHI"	1994-03-09	"End"	1994-03-16	1994-03-16
1097	1	"DUK"	1994-03-15	"Birth"	1994-03-15	2013-06-14
1097	1	"DUK"	1994-03-15	"Breed"	2000-09-03	2013-06-14
1097	1	"DUK"	1994-03-15	"Breed"	2001-05-14	2013-06-14
1097	1	"DUK"	1994-03-15	"Breed"	2002-03-04	2013-06-14
1097	1	"DUK"	1994-03-15	"Breed"	2004-10-02	2013-06-14
1097	1	"DUK"	1994-03-15	"End"	2013-06-14	2013-06-14
1098	1	"CBR"	1994-03-18	"Birth"	1994-03-18	1999-12-04
1098	2	"SOZ"	1999-12-04	"Transfer"	1999-12-04	2008-10-01
1098	2	"SOZ"	1999-12-04	"End"	2008-10-01	2008-10-01
1099	1	"CBR"	1994-03-18	"Birth"	1994-03-18	1997-12-08
1099	2	"MEM"	1997-12-08	"Transfer"	1997-12-08	2006-01-01
1099	2	"MEM"	1997-12-08	"End"	2006-01-01	2006-01-01
1100	1	"DUK"	1994-04-11	"Birth"	1994-04-11	1994-04-11
1100	1	"DUK"	1994-04-11	"End"	1994-04-11	1994-04-11
1101	1	"DUK"	1994-04-11	"Birth"	1994-04-11	1994-04-11
1101	1	"DUK"	1994-04-11	"End"	1994-04-11	1994-04-11
1102	1	"SEA"	1995-02-11	"Birth"	1995-02-11	2007-07-08
1102	1	"SEA"	1995-02-11	"Breed"	2001-03-17	2007-07-08
1102	1	"SEA"	1995-02-11	"Breed"	2001-11-30	2007-07-08
1102	1	"SEA"	1995-02-11	"Breed"	2002-11-05	2007-07-08
1102	1	"SEA"	1995-02-11	"End"	2007-07-08	2007-07-08
1103	1	"DUK"	1995-02-15	"Birth"	1995-02-15	2009-08-22
1103	1	"DUK"	1995-02-15	"Breed"	2000-09-03	2009-08-22
1103	1	"DUK"	1995-02-15	"Breed"	2001-05-14	2009-08-22
1103	1	"DUK"	1995-02-15	"Breed"	2002-03-04	2009-08-22
1103	1	"DUK"	1995-02-15	"Breed"	2004-10-02	2009-08-22
1103	1	"DUK"	1995-02-15	"End"	2009-08-22	2009-08-22
1104	1	"DUK"	1995-02-15	"Birth"	1995-02-15	1998-04-23
1104	2	"OMA"	1998-04-23	"Transfer"	1998-04-23	2006-11-07
1104	2	"OMA"	1998-04-23	"Breed"	1999-06-20	2006-11-07
1104	3	"SEA"	2006-11-07	"Transfer"	2006-11-07	2010-08-18
1104	3	"SEA"	2006-11-07	"End"	2010-08-18	2010-08-18
1105	1	"SOZ"	1995-02-22	"Birth"	1995-02-22	2014-06-24
1105	1	"SOZ"	1995-02-22	"End"	2014-06-24	2014-06-24
1106	1	"PHI"	1995-02-23	"Birth"	1995-02-23	1997-03-04
1106	2	"MEM"	1997-03-04	"Transfer"	1997-03-04	2005-06-01
1106	2	"MEM"	1997-03-04	"End"	2005-06-01	2005-06-01
1107	1	"PHI"	1995-02-23	"Birth"	1995-02-23	1997-02-20
1107	2	"CIN"	1997-02-20	"Transfer"	1997-02-20	1997-04-03
1107	3	"CBR"	1997-04-03	"Transfer"	1997-04-03	2004-06-02
1107	3	"CBR"	1997-04-03	"End"	2004-06-02	2004-06-02
1108	1	"SOZ"	1995-02-26	"Birth"	1995-02-26	2014-06-10
1108	1	"SOZ"	1995-02-26	"Breed"	2005-01-23	2014-06-10
1108	1	"SOZ"	1995-02-26	"Breed"	2005-09-17	2014-06-10
1108	1	"SOZ"	1995-02-26	"End"	2014-06-10	2014-06-10
1109	1	"CBR"	1995-03-26	"Birth"	1995-03-26	1998-03-07
1109	1	"CBR"	1995-03-26	"End"	1998-03-07	1998-03-07
1110	1	"CBR"	1995-03-26	"Birth"	1995-03-26	1995-03-26
1110	1	"CBR"	1995-03-26	"End"	1995-03-26	1995-03-26
1113	1	"UND"	1993-03-27	"Birth"	1993-03-27	1994-03-27
1113	2	"PUB"	1994-03-27	"Transfer"	1994-03-27	1995-03-27
1113	3	"HOG"	1995-03-27	"Transfer"	1995-03-27	1995-11-02
1113	4	"SOZ"	1995-11-02	"Transfer"	1995-11-02	2011-03-02
1113	4	"SOZ"	1995-11-02	"Breed"	2000-04-27	2011-03-02
1113	4	"SOZ"	1995-11-02	"Breed"	2002-03-25	2011-03-02
1113	4	"SOZ"	1995-11-02	"End"	2011-03-02	2011-03-02
1114	1	"VIE"	1993-06-06	"Birth"	1993-06-06	1994-06-06
1114	2	"TOR"	1994-06-06	"Transfer"	1994-06-06	1995-06-06
1114	3	"CRY"	1995-06-06	"Transfer"	1995-06-06	2000-01-20
1114	3	"CRY"	1995-06-06	"End"	2000-01-20	2000-01-20
1115	1	"SEA"	1996-01-05	"Birth"	1996-01-05	1998-04-23
1115	2	"OMA"	1998-04-23	"Transfer"	1998-04-23	2008-10-17
1115	2	"OMA"	1998-04-23	"Breed"	1999-06-20	2008-10-17
1115	3	"WIL"	2008-10-17	"Transfer"	2008-10-17	2011-10-07
1115	4	"CLE"	2011-10-07	"Transfer"	2011-10-07	2013-08-06
1115	4	"CLE"	2011-10-07	"End"	2013-08-06	2013-08-06
1116	1	"SEA"	1996-01-05	"Birth"	1996-01-05	1998-10-01
1116	2	"CBR"	1998-10-01	"Transfer"	1998-10-01	2009-01-30
1116	2	"CBR"	1998-10-01	"Breed"	2000-10-10	2009-01-30
1116	2	"CBR"	1998-10-01	"Breed"	2003-08-03	2009-01-30
1116	2	"CBR"	1998-10-01	"End"	2009-01-30	2009-01-30
1117	1	"CBR"	1996-02-02	"Birth"	1996-02-02	1996-02-02
1117	1	"CBR"	1996-02-02	"End"	1996-02-02	1996-02-02
1118	1	"CBR"	1996-02-02	"Birth"	1996-02-02	1996-02-02
1118	1	"CBR"	1996-02-02	"End"	1996-02-02	1996-02-02
1119	1	"SOZ"	1996-02-07	"Birth"	1996-02-07	1996-02-08
1119	1	"SOZ"	1996-02-07	"End"	1996-02-08	1996-02-08
1120	1	"SOZ"	1996-02-07	"Birth"	1996-02-07	2002-06-28
1120	2	"CBR"	2002-06-28	"Transfer"	2002-06-28	2015-05-21
1120	2	"CBR"	2002-06-28	"Breed"	2003-08-03	2015-05-21
1120	2	"CBR"	2002-06-28	"End"	2015-05-21	2015-05-21
1121	1	"SOZ"	1996-02-20	"Birth"	1996-02-20	2003-10-16
1121	2	"WHE"	2003-10-16	"Transfer"	2003-10-16	2004-10-07
1121	3	"MOO"	2004-10-07	"Transfer"	2004-10-07	2008-09-17
1121	3	"MOO"	2004-10-07	"Breed"	2006-03-24	2008-09-17
1121	3	"MOO"	2004-10-07	"Breed"	2008-03-12	2008-09-17
1121	3	"MOO"	2004-10-07	"Breed"	2009-05-13	2008-09-17
1121	3	"MOO"	2004-10-07	"Breed"	2010-03-22	2008-09-17
1121	3	"MOO"	2004-10-07	"Breed"	2011-06-14	2008-09-17
1121	4	"HOU"	2008-09-17	"Transfer"	2008-09-17	2009-01-20
1121	5	"MOO"	2009-01-20	"Breed"	2006-03-24	2013-09-17
1121	5	"MOO"	2009-01-20	"Breed"	2008-03-12	2013-09-17
1121	5	"MOO"	2009-01-20	"Transfer"	2009-01-20	2013-09-17
1121	5	"MOO"	2009-01-20	"Breed"	2009-05-13	2013-09-17
1121	5	"MOO"	2009-01-20	"Breed"	2010-03-22	2013-09-17
1121	5	"MOO"	2009-01-20	"Breed"	2011-06-14	2013-09-17
1121	5	"MOO"	2009-01-20	"End"	2013-09-17	2013-09-17
1122	1	"SOZ"	1996-02-20	"Birth"	1996-02-20	2002-10-15
1122	2	"LIT"	2002-10-15	"Transfer"	2002-10-15	2013-12-09
1122	2	"LIT"	2002-10-15	"End"	2013-12-09	2013-12-09
1123	1	"DUK"	1996-04-25	"Birth"	1996-04-25	1998-06-23
1123	2	"MIN"	1998-06-23	"Transfer"	1998-06-23	1999-09-10
1123	2	"MIN"	1998-06-23	"End"	1999-09-10	1999-09-10
1124	1	"VIE"	1995-03-28	"Birth"	1995-03-28	1996-03-28
1124	2	"USD"	1996-03-28	"Transfer"	1996-03-28	1997-03-28
1124	3	"PUE"	1997-03-28	"Transfer"	1997-03-28	2013-08-20
1124	3	"PUE"	1997-03-28	"Breed"	1998-05-26	2013-08-20
1124	3	"PUE"	1997-03-28	"Breed"	2000-03-08	2013-08-20
1124	3	"PUE"	1997-03-28	"Breed"	2001-02-07	2013-08-20
1124	3	"PUE"	1997-03-28	"Breed"	2002-04-05	2013-08-20
1124	3	"PUE"	1997-03-28	"Breed"	2003-02-09	2013-08-20
1124	3	"PUE"	1997-03-28	"Breed"	2003-12-22	2013-08-20
1124	3	"PUE"	1997-03-28	"Breed"	2004-08-11	2013-08-20
1124	3	"PUE"	1997-03-28	"Breed"	2005-03-30	2013-08-20
1124	3	"PUE"	1997-03-28	"Breed"	2005-04-01	2013-08-20
1124	3	"PUE"	1997-03-28	"Breed"	2006-04-06	2013-08-20
1124	3	"PUE"	1997-03-28	"Breed"	2007-04-21	2013-08-20
1124	3	"PUE"	1997-03-28	"Breed"	2008-02-12	2013-08-20
1124	3	"PUE"	1997-03-28	"End"	2013-08-20	2013-08-20
1125	1	"VIE"	1995-03-28	"Birth"	1995-03-28	1996-03-28
1125	2	"USD"	1996-03-28	"Transfer"	1996-03-28	1997-03-28
1125	3	"PUE"	1997-03-28	"Transfer"	1997-03-28	2012-09-11
1125	3	"PUE"	1997-03-28	"Breed"	1998-05-26	2012-09-11
1125	3	"PUE"	1997-03-28	"Breed"	2000-03-08	2012-09-11
1125	3	"PUE"	1997-03-28	"Breed"	2001-02-07	2012-09-11
1125	3	"PUE"	1997-03-28	"Breed"	2002-04-05	2012-09-11
1125	3	"PUE"	1997-03-28	"Breed"	2003-02-09	2012-09-11
1125	3	"PUE"	1997-03-28	"Breed"	2003-12-22	2012-09-11
1125	3	"PUE"	1997-03-28	"Breed"	2004-08-11	2012-09-11
1125	3	"PUE"	1997-03-28	"Breed"	2005-03-30	2012-09-11
1125	3	"PUE"	1997-03-28	"Breed"	2005-04-01	2012-09-11
1125	3	"PUE"	1997-03-28	"Breed"	2006-04-06	2012-09-11
1125	3	"PUE"	1997-03-28	"Breed"	2007-04-21	2012-09-11
1125	3	"PUE"	1997-03-28	"Breed"	2008-02-12	2012-09-11
1125	3	"PUE"	1997-03-28	"End"	2012-09-11	2012-09-11
1126	1	"VIE"	1995-07-19	"Birth"	1995-07-19	1996-07-19
1126	2	"USD"	1996-07-19	"Transfer"	1996-07-19	1997-07-19
1126	3	"SBA"	1997-07-19	"Transfer"	1997-07-19	2000-09-20
1126	4	"MIN"	2000-09-20	"Transfer"	2000-09-20	2004-11-11
1126	4	"MIN"	2000-09-20	"Breed"	2001-08-15	2004-11-11
1126	4	"MIN"	2000-09-20	"Breed"	2002-06-03	2004-11-11
1126	4	"MIN"	2000-09-20	"Breed"	2003-01-04	2004-11-11
1126	4	"MIN"	2000-09-20	"Breed"	2004-08-10	2004-11-11
1126	4	"MIN"	2000-09-20	"End"	2004-11-11	2004-11-11
1127	1	"VIE"	1995-07-19	"Birth"	1995-07-19	1996-07-19
1127	2	"USD"	1996-07-19	"Transfer"	1996-07-19	1997-07-19
1127	3	"SBA"	1997-07-19	"Transfer"	1997-07-19	1999-10-14
1127	4	"SEA"	1999-10-14	"Transfer"	1999-10-14	2008-10-14
1127	4	"SEA"	1999-10-14	"Breed"	2001-03-17	2008-10-14
1127	4	"SEA"	1999-10-14	"Breed"	2001-11-30	2008-10-14
1127	4	"SEA"	1999-10-14	"Breed"	2002-11-05	2008-10-14
1127	4	"SEA"	1999-10-14	"End"	2008-10-14	2008-10-14
1128	1	"CBR"	1997-01-10	"Birth"	1997-01-10	1998-12-15
1128	2	"LIT"	1998-12-15	"Transfer"	1998-12-15	2014-02-07
1128	2	"LIT"	1998-12-15	"End"	2014-02-07	2014-02-07
1129	1	"CBR"	1997-01-10	"Birth"	1997-01-10	2008-02-07
1129	2	"CIN"	1997-01-10	"End"	2008-02-07	2008-02-07
1130	1	"PHI"	1997-01-16	"Birth"	1997-01-16	2013-06-13
1130	1	"PHI"	1997-01-16	"Breed"	2008-03-16	2013-06-13
1130	1	"PHI"	1997-01-16	"Breed"	2009-03-27	2013-06-13
1130	1	"PHI"	1997-01-16	"Breed"	2010-02-05	2013-06-13
1130	1	"PHI"	1997-01-16	"Breed"	2010-08-09	2013-06-13
1130	1	"PHI"	1997-01-16	"Breed"	2013-01-26	2013-06-13
1130	1	"PHI"	1997-01-16	"End"	2013-06-13	2013-06-13
1131	1	"SOZ"	1997-02-05	"Birth"	1997-02-05	2004-07-16
1131	2	"ABQ"	2004-07-16	"Transfer"	2004-07-16	2014-09-12
1131	2	"ABQ"	2004-07-16	"Breed"	2007-01-18	2014-09-12
1131	2	"ABQ"	2004-07-16	"Breed"	2008-09-18	2014-09-12
1131	2	"ABQ"	2004-07-16	"Breed"	2009-07-18	2014-09-12
1131	2	"ABQ"	2004-07-16	"Breed"	2010-08-12	2014-09-12
1131	2	"ABQ"	2004-07-16	"Breed"	2011-12-07	2014-09-12
1131	2	"ABQ"	2004-07-16	"End"	2014-09-12	2014-09-12
1132	1	"SOZ"	1997-02-05	"Birth"	1997-02-05	2006-08-31
1132	2	"ELP"	2006-08-31	"Transfer"	2006-08-31	2012-06-12
1132	3	"COL"	2012-06-12	"Transfer"	2012-06-12	2015-07-02
1132	3	"COL"	2012-06-12	"End"	2015-07-02	2015-07-02
1133	1	"SOZ"	1997-02-11	"Birth"	1997-02-11	1997-02-12
1133	1	"SOZ"	1997-02-11	"End"	1997-02-12	1997-02-12
1134	1	"SOZ"	1997-02-20	"Birth"	1997-02-20	1997-04-01
1134	1	"SOZ"	1997-02-20	"End"	1997-04-01	1997-04-01
1135	1	"SOZ"	1997-02-20	"Birth"	1997-02-20	2002-02-21
1135	1	"SOZ"	1997-02-20	"Breed"	2006-06-18	2002-02-21
1135	1	"SOZ"	1997-02-20	"Breed"	2006-06-20	2002-02-21
1135	2	"SDW"	2002-02-21	"Transfer"	2002-02-21	2003-07-23
1135	3	"SOZ"	2003-07-23	"Transfer"	2003-07-23	2009-06-30
1135	3	"SOZ"	2003-07-23	"Breed"	2006-06-18	2009-06-30
1135	3	"SOZ"	2003-07-23	"Breed"	2006-06-20	2009-06-30
1135	4	"SEA"	2009-06-30	"Transfer"	2009-06-30	2011-10-12
1135	5	"SOZ"	2011-10-12	"Breed"	2006-06-18	2014-03-26
1135	5	"SOZ"	2011-10-12	"Breed"	2006-06-20	2014-03-26
1135	5	"SOZ"	2011-10-12	"Transfer"	2011-10-12	2014-03-26
1135	5	"SOZ"	2011-10-12	"End"	2014-03-26	2014-03-26
1136	1	"SEA"	1992-03-30	"Birth"	1992-03-30	1992-03-30
1136	1	"SEA"	1992-03-30	"End"	1992-03-30	1992-03-30
1137	1	"SEA"	1992-03-30	"Birth"	1992-03-30	1992-03-30
1137	1	"SEA"	1992-03-30	"End"	1992-03-30	1992-03-30
1138	1	"CLE"	1998-05-16	"Birth"	1998-05-16	2010-03-27
1138	1	"CLE"	1998-05-16	"Breed"	2004-08-20	2010-03-27
1138	1	"CLE"	1998-05-16	"Breed"	2005-12-24	2010-03-27
1138	1	"CLE"	1998-05-16	"Breed"	2007-01-07	2010-03-27
1138	1	"CLE"	1998-05-16	"Breed"	2009-08-14	2010-03-27
1138	1	"CLE"	1998-05-16	"End"	2010-03-27	2010-03-27
1139	1	"CLE"	1998-05-16	"Birth"	1998-05-16	2006-07-02
1139	1	"CLE"	1998-05-16	"End"	2006-07-02	2006-07-02
1140	1	"PUE"	1998-05-26	"Birth"	1998-05-26	2003-03-07
1140	1	"PUE"	1998-05-26	"End"	2003-03-07	2003-03-07
1141	1	"SOZ"	1999-04-19	"Birth"	1999-04-19	2009-06-30
1141	2	"SEA"	2009-06-30	"Transfer"	2009-06-30	2011-10-12
1141	3	"SOZ"	2011-10-12	"Transfer"	2011-10-12	2018-02-14
1141	3	"SOZ"	2011-10-12	"End"	2018-02-14	2018-02-14
1142	1	"SOZ"	1999-04-19	"Birth"	1999-04-19	2006-04-11
1142	2	"CHI"	2006-04-11	"Transfer"	2006-04-11	2015-02-23
1142	2	"CHI"	2006-04-11	"Breed"	2009-04-25	2015-02-23
1142	2	"CHI"	2006-04-11	"End"	2015-02-23	2015-02-23
1143	1	"OMA"	1999-06-20	"Birth"	1999-06-20	2009-01-24
1143	1	"OMA"	1999-06-20	"Breed"	2008-11-22	2009-01-24
1143	1	"OMA"	1999-06-20	"End"	2009-01-24	2009-01-24
1144	1	"OMA"	1999-06-20	"Birth"	1999-06-20	2013-12-19
1144	1	"OMA"	1999-06-20	"End"	2013-12-19	2013-12-19
1145	1	"SOZ"	2000-04-27	"Birth"	2000-04-27	2002-07-03
1145	2	"WHE"	2002-07-03	"Transfer"	2002-07-03	2004-10-07
1145	3	"MOO"	2004-10-07	"Transfer"	2004-10-07	2008-09-17
1145	3	"MOO"	2004-10-07	"Breed"	2006-03-24	2008-09-17
1145	3	"MOO"	2004-10-07	"Breed"	2008-03-12	2008-09-17
1145	3	"MOO"	2004-10-07	"Breed"	2009-05-13	2008-09-17
1145	3	"MOO"	2004-10-07	"Breed"	2010-03-22	2008-09-17
1145	3	"MOO"	2004-10-07	"Breed"	2011-06-14	2008-09-17
1145	4	"HOU"	2008-09-17	"Transfer"	2008-09-17	2009-01-20
1145	5	"MOO"	2009-01-20	"Breed"	2006-03-24	2012-10-04
1145	5	"MOO"	2009-01-20	"Breed"	2008-03-12	2012-10-04
1145	5	"MOO"	2009-01-20	"Transfer"	2009-01-20	2012-10-04
1145	5	"MOO"	2009-01-20	"Breed"	2009-05-13	2012-10-04
1145	5	"MOO"	2009-01-20	"Breed"	2010-03-22	2012-10-04
1145	5	"MOO"	2009-01-20	"Breed"	2011-06-14	2012-10-04
1145	5	"MOO"	2009-01-20	"End"	2012-10-04	2012-10-04
1146	1	"SOZ"	2000-04-27	"Birth"	2000-04-27	2018-05-04
1146	1	"SOZ"	2000-04-27	"Breed"	2005-01-23	2018-05-04
1146	1	"SOZ"	2000-04-27	"Breed"	2005-09-17	2018-05-04
1146	1	"SOZ"	2000-04-27	"End"	2018-05-04	2018-05-04
1147	1	"CBR"	2000-10-10	"Birth"	2000-10-10	2000-10-12
1147	1	"CBR"	2000-10-10	"End"	2000-10-12	2000-10-12
1148	1	"CBR"	2000-10-10	"Birth"	2000-10-10	2000-10-12
1148	1	"CBR"	2000-10-10	"End"	2000-10-12	2000-10-12
1149	1	"DUK"	2000-09-03	"Birth"	2000-09-03	2000-09-03
1149	1	"DUK"	2000-09-03	"End"	2000-09-03	2000-09-03
1150	1	"PUE"	2000-03-08	"Birth"	2000-03-08	2002-01-07
1150	1	"PUE"	2000-03-08	"End"	2002-01-07	2002-01-07
1151	1	"PUE"	2000-03-08	"Birth"	2000-03-08	2004-06-24
1151	2	"CLE"	2004-06-24	"Transfer"	2004-06-24	2010-02-21
1151	2	"CLE"	2004-06-24	"End"	2010-02-21	2010-02-21
2006	1	"ASI"	1984-10-23	"Birth"	1984-10-23	1985-10-23
2006	2	"HER"	1985-10-23	"Transfer"	1985-10-23	1986-10-23
2006	3	"MOS"	1986-10-23	"Transfer"	1986-10-23	1990-05-20
2006	4	"WAR"	1990-05-20	"Transfer"	1990-05-20	1990-11-24
2006	4	"WAR"	1990-05-20	"End"	1990-11-24	1990-11-24
2097	1	"VIE"	1987-04-10	"Birth"	1987-04-10	1988-04-10
2097	2	"IRC"	1988-04-10	"Transfer"	1988-04-10	1990-04-19
2097	2	"IRC"	1988-04-10	"Breed"	1989-04-10	1990-04-19
2097	3	"FRA"	1990-04-19	"Transfer"	1990-04-19	1996-01-21
2097	3	"FRA"	1990-04-19	"End"	1996-01-21	1996-01-21
2098	1	"VIE"	1986-01-01	"Birth"	1986-01-01	1988-02-24
2098	2	"SWI"	1988-02-24	"Transfer"	1988-02-24	1990-04-19
2098	3	"FRA"	1990-04-19	"Transfer"	1990-04-19	2000-08-07
2098	3	"FRA"	1990-04-19	"End"	2000-08-07	2000-08-07
2108	1	"IRC"	1989-04-10	"Birth"	1989-04-10	1990-04-19
2108	2	"FRA"	1990-04-19	"Transfer"	1990-04-19	2002-11-26
2108	2	"FRA"	1990-04-19	"Breed"	1994-04-27	2002-11-26
2108	2	"FRA"	1990-04-19	"Breed"	1996-07-30	2002-11-26
2108	3	"KOL"	2002-11-26	"Transfer"	2002-11-26	2003-11-15
2108	3	"KOL"	2002-11-26	"End"	2003-11-15	2003-11-15
2129	1	"VIE"	1989-10-12	"Birth"	1989-10-12	1990-10-12
2129	2	"PUB"	1990-10-12	"Transfer"	1990-10-12	1991-10-12
2129	3	"MOS"	1991-10-12	"Transfer"	1991-10-12	1992-04-30
2129	4	"FRA"	1992-04-30	"Transfer"	1992-04-30	2002-11-26
2129	4	"FRA"	1992-04-30	"Breed"	1994-04-27	2002-11-26
2129	4	"FRA"	1992-04-30	"Breed"	1996-07-30	2002-11-26
2129	5	"KOL"	2002-11-26	"Transfer"	2002-11-26	2005-12-06
2129	5	"KOL"	2002-11-26	"End"	2005-12-06	2005-12-06
2208	1	"FRA"	1994-04-27	"Birth"	1994-04-27	1998-06-24
2208	2	"COL"	1998-06-24	"Transfer"	1998-06-24	1998-10-13
2208	3	"MIN"	1998-10-13	"Transfer"	1998-10-13	2010-10-29
2208	3	"MIN"	1998-10-13	"Breed"	2001-08-15	2010-10-29
2208	3	"MIN"	1998-10-13	"Breed"	2002-06-03	2010-10-29
2208	3	"MIN"	1998-10-13	"Breed"	2003-01-04	2010-10-29
2208	3	"MIN"	1998-10-13	"Breed"	2004-08-10	2010-10-29
2208	3	"MIN"	1998-10-13	"Breed"	2010-09-25	2010-10-29
2208	3	"MIN"	1998-10-13	"End"	2010-10-29	2010-10-29
2233	1	"FRA"	1996-07-30	"Birth"	1996-07-30	1998-06-24
2233	2	"COL"	1998-06-24	"Transfer"	1998-06-24	1998-08-31
2233	2	"COL"	1998-06-24	"End"	1998-08-31	1998-08-31
2329	1	"PUE"	2001-02-07	"Birth"	2001-02-07	2001-02-07
2329	1	"PUE"	2001-02-07	"End"	2001-02-07	2001-02-07
2330	1	"PUE"	2001-02-07	"Birth"	2001-02-07	2001-02-11
2330	1	"PUE"	2001-02-07	"End"	2001-02-11	2001-02-11
2333	1	"DUK"	2001-05-14	"Birth"	2001-05-14	2001-05-14
2333	1	"DUK"	2001-05-14	"End"	2001-05-14	2001-05-14
2334	1	"DUK"	2001-05-14	"Birth"	2001-05-14	2001-05-14
2334	1	"DUK"	2001-05-14	"End"	2001-05-14	2001-05-14
2335	1	"DUK"	2001-05-14	"Birth"	2001-05-14	2001-05-23
2335	1	"DUK"	2001-05-14	"End"	2001-05-23	2001-05-23
2336	1	"ASI"	2000-08-02	"Birth"	2000-08-02	2001-08-02
2336	2	"CAL"	2001-08-02	"Transfer"	2001-08-02	2001-11-22
2336	3	"CRY"	2001-11-22	"Transfer"	2001-11-22	2004-10-15
2336	4	"IND"	2004-10-15	"Transfer"	2004-10-15	2009-06-02
2336	5	"GRA"	2009-06-02	"Transfer"	2009-06-02	2012-08-20
2336	6	"NYB"	2012-08-20	"Transfer"	2012-08-20	2013-03-10
2336	6	"NYB"	2012-08-20	"End"	2013-03-10	2013-03-10
2337	1	"ASI"	2000-08-02	"Birth"	2000-08-02	2001-08-02
2337	2	"CAL"	2001-08-02	"Transfer"	2001-08-02	2001-11-21
2337	3	"QUE"	2001-11-21	"Transfer"	2001-11-21	2008-06-03
2337	3	"QUE"	2001-11-21	"Breed"	2003-10-27	2008-06-03
2337	3	"QUE"	2001-11-21	"Breed"	2005-02-15	2008-06-03
2337	4	"LAN"	2008-06-03	"Transfer"	2008-06-03	2010-11-02
2337	4	"LAN"	2008-06-03	"End"	2010-11-02	2010-11-02
2338	1	"ASI"	1999-01-01	"Birth"	1999-01-01	2001-08-02
2338	2	"CAL"	2001-08-02	"Transfer"	2001-08-02	2012-02-13
2338	2	"CAL"	2001-08-02	"Breed"	2002-02-08	2012-02-13
2338	2	"CAL"	2001-08-02	"Breed"	2002-12-20	2012-02-13
2338	2	"CAL"	2001-08-02	"Breed"	2003-09-05	2012-02-13
2338	2	"CAL"	2001-08-02	"Breed"	2004-08-22	2012-02-13
2338	2	"CAL"	2001-08-02	"Breed"	2005-04-09	2012-02-13
2338	2	"CAL"	2001-08-02	"End"	2012-02-13	2012-02-13
2339	1	"ASI"	2000-08-02	"Birth"	2000-08-02	2001-08-02
2339	2	"CAL"	2001-08-02	"Transfer"	2001-08-02	2001-09-17
2339	2	"CAL"	2001-08-02	"End"	2001-09-17	2001-09-17
2340	1	"ASI"	2000-08-02	"Birth"	2000-08-02	2001-08-02
2340	2	"CAL"	2001-08-02	"Transfer"	2001-08-02	2007-06-01
2340	2	"CAL"	2001-08-02	"Breed"	2002-02-08	2007-06-01
2340	2	"CAL"	2001-08-02	"Breed"	2002-12-20	2007-06-01
2340	2	"CAL"	2001-08-02	"Breed"	2003-09-05	2007-06-01
2340	2	"CAL"	2001-08-02	"Breed"	2004-08-22	2007-06-01
2340	2	"CAL"	2001-08-02	"Breed"	2005-04-09	2007-06-01
2340	2	"CAL"	2001-08-02	"End"	2007-06-01	2007-06-01
2341	1	"ASI"	2000-08-02	"Birth"	2000-08-02	2001-08-02
2341	2	"CAL"	2001-08-02	"Transfer"	2001-08-02	2001-11-21
2341	3	"QUE"	2001-11-21	"Transfer"	2001-11-21	2008-06-03
2341	3	"QUE"	2001-11-21	"Breed"	2003-10-27	2008-06-03
2341	3	"QUE"	2001-11-21	"Breed"	2005-02-15	2008-06-03
2341	4	"LAN"	2008-06-03	"Transfer"	2008-06-03	2010-11-02
2341	5	"BOW"	2010-11-02	"Transfer"	2010-11-02	2012-02-14
2341	5	"BOW"	2010-11-02	"End"	2012-02-14	2012-02-14
2342	1	"MIN"	2001-08-15	"Birth"	2001-08-15	2008-10-15
2342	2	"EVA"	2008-10-15	"Transfer"	2008-10-15	2013-12-16
2342	2	"EVA"	2008-10-15	"End"	2013-12-16	2013-12-16
2343	1	"MIN"	2001-08-15	"Birth"	2001-08-15	2001-08-16
2343	1	"MIN"	2001-08-15	"End"	2001-08-16	2001-08-16
2400	1	"MIN"	2003-01-04	"Birth"	2003-01-04	2005-05-12
2400	2	"AKR"	2005-05-12	"Transfer"	2005-05-12	2009-12-30
2400	2	"AKR"	2005-05-12	"Breed"	2007-06-15	2009-12-30
2400	2	"AKR"	2005-05-12	"Breed"	2008-04-03	2009-12-30
2400	2	"AKR"	2005-05-12	"Breed"	2008-11-20	2009-12-30
